Datum;Temp.;AK;Humidity;AK;Pressure;AK;W.Speed;AK;W.Direct;AK;Rain Vol;AK;W.SpeedV;AK;WSpdMax;AK;0.265;AK;0.290;AK;0.325;AK;0.375;AK;0.425;AK;0.475;AK;0.540;AK;0.615;AK;0.675;AK;0.750;AK;0.900;AK;1.150;AK;1.450;AK;1.800;AK;2.250;AK;2.750;AK;3.250;AK;3.750;AK;4.500;AK;5.750;AK;7.000;AK;8.000;AK;9.250;AK;11.25;AK;13.75;AK;16.25;AK;18.75;AK;22.50;AK;27.50;AK;31.00;AK;34.00;E;NA

Station;548;TAMUQ.AQERT 1
23.05.2017 20:00:00;34.7603;;18.9609;;1007.08;;0.927282;;292.079;;0.0;;0.639951;;9.99918;;10880.3;;8997.22;;4687.57;;1941.11;;679.097;;369.097;;309.792;;133.542;;66.0417;;86.0417;;62.5;;51.7361;;34.6528;;44.7917;;93.5556;;86.7917;;28.9444;;22.1111;;37.75;;24.0556;;11.2917;;5.44444;;5.31944;;5.55556;;2.69444;;1.43056;;0.847222;;0.513889;;0.152778;;0.0694444;;0.0;;
23.05.2017 21:00:00;33.7447;;24.4221;;1007.3;;1.10616;;255.212;;0.0;;0.979448;;6.1762;;17903.1;;15882.1;;8073.26;;3016.25;;1010.42;;531.111;;431.181;;181.597;;79.4444;;106.389;;75.3472;;63.9583;;40.9028;;57.4306;;101.847;;91.0972;;34.0417;;26.25;;41.3056;;26.8056;;11.0972;;5.66667;;5.81944;;5.41667;;2.29167;;1.31944;;0.763889;;0.625;;0.0694444;;0.0972222;;0.0;;
23.05.2017 22:00:00;32.3202;;31.314;;1007.7;;1.22343;;253.607;;0.0;;1.06199;;10.1381;;25198.4;;22756.5;;11848.2;;4374.24;;1380.69;;705.972;;562.222;;224.306;;108.542;;135.417;;94.5139;;86.6667;;51.5972;;72.9861;;130.528;;119.278;;44.125;;32.625;;51.3056;;32.6944;;14.5139;;6.02778;;6.75;;6.45833;;2.97222;;1.375;;0.722222;;0.597222;;0.25;;0.125;;0.0;;
23.05.2017 23:00:00;31.4559;;39.1502;;1008.11;;1.10306;;246.899;;0.0;;0.964149;;10.6327;;25764.2;;24788.5;;13344.7;;4884.65;;1530.56;;739.375;;551.181;;202.917;;89.7222;;106.528;;72.7083;;58.8194;;35.0;;48.8194;;81.9167;;72.7639;;31.7778;;22.0;;34.25;;22.5694;;9.25;;4.08333;;3.58333;;3.54167;;1.27778;;0.805556;;0.430556;;0.25;;0.194444;;0.194444;;0.0;;
24.05.2017;30.9179;;43.3411;;1007.82;;0.936128;;244.964;;0.0;;0.849585;;8.05171;;22294.0;;20822.2;;11376.7;;4419.93;;1448.54;;715.486;;574.514;;207.847;;89.2361;;110.833;;76.3889;;58.4028;;38.6806;;52.3611;;83.7917;;81.0694;;31.1944;;24.2778;;37.0417;;22.5972;;10.0139;;4.0;;4.86111;;3.58333;;1.55556;;0.819444;;0.430556;;0.458333;;0.0972222;;0.111111;;0.0;;
24.05.2017 01:00:00;30.4042;;47.5424;;1007.25;;1.073;;247.159;;0.0;;1.01005;;7.70547;;26049.4;;24535.8;;13421.3;;5124.1;;1647.78;;833.403;;636.944;;235.694;;96.7361;;117.361;;87.4306;;72.1528;;49.9306;;58.125;;112.889;;107.486;;41.7778;;32.3889;;47.875;;30.2778;;14.375;;6.15278;;5.47222;;5.86111;;2.625;;1.20833;;0.944444;;0.569444;;0.222222;;0.0138889;;0.0;;
24.05.2017 02:00:00;29.8877;;53.2205;;1006.96;;0.965128;;250.919;;0.0;;0.896339;;6.42068;;27150.1;;26759.7;;15480.6;;5928.47;;1907.43;;949.028;;722.847;;249.514;;114.444;;128.194;;91.5972;;75.0695;;49.0972;;62.2222;;103.306;;102.056;;42.6111;;32.4028;;46.3194;;30.25;;13.1528;;5.80556;;6.43056;;5.27778;;1.98611;;1.125;;0.75;;0.791666;;0.180556;;0.0555555;;0.0;;
24.05.2017 03:00:00;29.7102;;56.6406;;1006.81;;0.921278;;259.454;;0.0;;0.847796;;6.87959;;24522.6;;24637.9;;14562.7;;5743.47;;1808.19;;910.417;;704.861;;247.5;;98.3333;;117.986;;84.375;;68.4028;;38.75;;57.9861;;92.5972;;87.6389;;36.4861;;27.8333;;37.5833;;22.1528;;9.68056;;3.91667;;3.48611;;3.01389;;0.888889;;0.361111;;0.152778;;0.111111;;0.0277778;;0.0416667;;0.0;;
24.05.2017 04:00:00;29.7146;;55.2491;;1006.89;;0.847018;;255.196;;0.0;;0.761077;;7.78249;;26817.0;;24820.1;;14425.1;;5790.9;;1927.08;;994.375;;805.694;;300.903;;142.778;;187.778;;134.653;;122.569;;69.375;;89.7222;;147.597;;139.236;;59.0556;;41.8472;;61.25;;35.875;;17.0139;;7.22222;;7.23611;;6.08333;;2.83333;;1.34722;;0.652778;;0.611111;;0.166667;;0.0277778;;0.0;;
24.05.2017 05:00:00;29.4466;;54.6121;;1007.49;;0.696225;;296.766;;0.0;;0.501284;;10.8798;;26135.8;;24302.2;;13896.2;;5666.32;;1897.22;;980.694;;808.403;;302.847;;129.167;;172.222;;117.222;;98.4722;;55.2778;;74.9305;;108.694;;100.319;;43.6944;;32.4722;;44.7361;;26.7639;;10.4861;;5.02778;;5.05555;;3.80556;;1.86111;;0.958334;;0.333333;;0.333333;;0.0416667;;0.0;;0.0;;
24.05.2017 06:00:00;29.6884;;52.8451;;1007.99;;0.77099;;289.078;;0.0;;0.590939;;8.07798;;24024.7;;21367.2;;11776.0;;4845.0;;1671.88;;851.667;;689.306;;257.917;;118.542;;134.514;;101.111;;82.9167;;50.4861;;54.5833;;97.8889;;88.5139;;35.9444;;26.0139;;35.2222;;20.25;;8.72222;;3.84722;;3.625;;2.66667;;1.45833;;0.597222;;0.347222;;0.333333;;0.0555555;;0.0;;0.0;;
24.05.2017 07:00:00;31.3481;;42.97;;1008.64;;1.1549;;264.575;;0.0;;0.973;;7.76656;;17855.3;;14922.8;;8092.22;;3404.44;;1203.26;;633.958;;532.083;;207.153;;97.5;;126.25;;91.1111;;70.5556;;47.5;;55.4167;;102.167;;90.5278;;36.2639;;27.9167;;42.0;;26.5694;;11.4722;;4.75;;5.09722;;4.63889;;1.94444;;0.930556;;0.569444;;0.472222;;0.0972222;;0.0694444;;0.0;;
24.05.2017 08:00:00;32.8849;;36.6616;;1009.0;;1.25389;;265.032;;0.0;;0.948431;;13.8173;;13064.5;;10776.0;;5834.86;;2526.39;;917.986;;500.417;;420.069;;187.639;;86.3889;;112.639;;80.6945;;67.0139;;42.2222;;54.6528;;103.722;;97.5278;;34.9722;;26.0139;;43.5694;;29.8889;;15.125;;6.70833;;6.55556;;6.33333;;3.83333;;1.80556;;1.08333;;0.736111;;0.180556;;0.0694444;;0.0;;
24.05.2017 09:00:00;35.4166;;25.3662;;1008.91;;0.844644;;283.744;;0.0;;0.664112;;3.55406;;9829.72;;7509.93;;4070.14;;1878.26;;717.708;;409.792;;350.347;;170.069;;83.5417;;108.125;;78.5417;;61.8056;;41.4583;;55.3472;;104.597;;101.139;;35.4028;;26.5;;49.1389;;35.2083;;17.5694;;8.41667;;8.75;;8.93056;;4.72222;;2.54167;;1.45833;;1.06944;;0.375;;0.222222;;0.0;;
24.05.2017 10:00:00;38.3799;;17.6287;;1008.89;;1.23209;;268.229;;0.0;;1.05448;;4.67876;;9325.76;;7318.61;;4076.53;;1907.22;;723.819;;420.417;;400.417;;210.903;;109.653;;137.222;;92.8472;;75.9028;;44.5139;;56.1111;;94.4445;;82.8195;;30.4722;;24.7083;;43.7917;;31.1667;;15.6806;;7.34722;;8.45833;;7.69445;;4.38889;;2.68056;;1.40278;;1.15278;;0.291667;;0.0972222;;0.0;;
24.05.2017 11:00:00;40.906;;12.1387;;1008.39;;1.30875;;267.94;;0.0;;1.10882;;4.34599;;7748.68;;5592.01;;3072.85;;1425.14;;538.75;;345.417;;308.75;;160.278;;86.4583;;110.139;;82.5;;73.75;;45.4861;;62.0139;;120.597;;111.347;;38.8889;;29.1528;;50.1944;;32.125;;15.0694;;7.98611;;7.90278;;8.19444;;4.04167;;2.40278;;1.19444;;0.819444;;0.208333;;0.222222;;0.0;;
24.05.2017 12:00:00;42.8694;;11.047;;1007.7;;1.28777;;275.964;;0.0;;1.09582;;4.67737;;10514.2;;6757.36;;3636.18;;1635.56;;641.042;;394.514;;370.625;;190.208;;102.778;;162.847;;126.458;;122.431;;82.4306;;117.708;;204.347;;192.667;;75.6944;;56.0972;;88.7222;;53.2361;;21.2083;;10.5833;;9.63889;;9.94445;;5.23611;;2.47222;;1.48611;;0.847222;;0.277778;;0.25;;0.0;;
24.05.2017 13:00:00;40.9626;;23.1439;;1007.23;;0.800782;;198.052;;0.0;;0.434271;;8.18562;;13727.4;;10087.6;;5204.03;;2259.79;;798.819;;473.889;;442.5;;208.056;;103.472;;142.639;;112.361;;100.0;;65.9028;;86.0417;;141.611;;128.847;;48.8611;;37.0;;56.7083;;34.8472;;14.8889;;7.73611;;7.27778;;6.11111;;3.48611;;1.84722;;1.18056;;1.04167;;0.319444;;0.597222;;0.0;;
24.05.2017 14:00:00;38.8362;;24.1272;;1006.99;;0.820245;;53.0232;;0.0;;0.587186;;11.6506;;15627.4;;12607.9;;6647.01;;2808.89;;1019.24;;551.528;;528.75;;252.083;;114.167;;146.389;;103.333;;79.0278;;40.2778;;45.0694;;75.4028;;63.1806;;21.2639;;14.8889;;23.3194;;15.9583;;6.38889;;2.79167;;2.69444;;3.0;;1.51389;;0.930555;;0.736111;;0.583333;;0.152778;;0.458333;;0.0;;
24.05.2017 15:00:00;37.6533;;26.8705;;1006.64;;0.792177;;49.4992;;0.0;;0.518266;;7.8157;;18142.8;;14529.5;;7515.21;;3101.74;;1080.56;;552.014;;461.667;;169.722;;80.5556;;94.5139;;69.3056;;54.2361;;32.7778;;40.9028;;70.5;;59.7639;;19.4167;;14.1944;;20.9444;;12.0278;;4.84722;;2.11111;;1.94444;;1.95833;;1.36111;;0.819445;;0.5;;0.333333;;0.125;;0.125;;0.0;;
24.05.2017 16:00:00;37.0408;;25.6357;;1006.19;;0.714285;;42.6674;;0.0;;0.508477;;7.9359;;17077.8;;13852.1;;7183.96;;3001.32;;1049.86;;517.778;;423.403;;163.194;;73.9583;;93.9584;;57.8472;;47.5;;26.5278;;35.2083;;69.0;;55.1528;;17.0278;;12.5972;;18.4722;;11.875;;4.80556;;2.34722;;2.18056;;2.31944;;1.47222;;0.888889;;0.430556;;0.375;;0.0972222;;0.333333;;0.0;;
24.05.2017 17:00:00;36.1916;;28.656;;1005.7;;0.536062;;27.2592;;0.0;;0.389485;;4.99572;;16451.9;;13440.9;;7053.89;;2991.6;;1056.6;;554.931;;449.236;;174.514;;81.1806;;94.6528;;64.0972;;51.6667;;30.6944;;36.5972;;70.1944;;60.2778;;20.0417;;14.4444;;21.4861;;14.8056;;5.79167;;3.13889;;3.625;;3.43056;;1.97222;;1.26389;;0.569444;;0.555556;;0.0694444;;0.0694444;;0.0;;
24.05.2017 18:00:00;35.4832;;28.0978;;1005.97;;0.843763;;316.12;;0.0;;0.563094;;10.5089;;15763.5;;13258.0;;7119.1;;3026.74;;1069.03;;557.986;;437.5;;171.111;;67.7778;;91.3195;;59.1667;;48.0556;;27.4306;;41.9444;;66.0695;;58.875;;18.9444;;14.8194;;22.3611;;13.0972;;6.625;;3.43056;;3.41667;;4.0;;1.94444;;1.47222;;0.652778;;0.430556;;0.152778;;0.0972222;;0.0;;
24.05.2017 19:00:00;34.3398;;35.3279;;1006.22;;0.562015;;323.416;;0.0;;0.333921;;8.46876;;19383.4;;16383.5;;8695.35;;3658.68;;1292.71;;685.972;;540.139;;199.306;;83.4722;;101.944;;67.1528;;57.3611;;31.5972;;40.4861;;68.1528;;58.5;;19.0417;;13.5833;;22.7083;;14.4722;;6.33333;;3.29167;;3.68056;;4.04167;;2.51389;;1.25;;0.916667;;0.458333;;0.194444;;0.0972222;;0.0;;
24.05.2017 20:00:00;34.4589;;35.8579;;1006.63;;0.596955;;313.289;;0.0;;0.391816;;3.07361;;23125.6;;19765.6;;10483.8;;4336.46;;1542.43;;818.958;;676.181;;244.306;;104.375;;113.889;;78.125;;62.8472;;37.5694;;49.7917;;79.9028;;71.0278;;26.5833;;20.4167;;31.9028;;19.9861;;10.7222;;4.88889;;5.5;;6.375;;3.31944;;1.875;;1.125;;0.694444;;0.305556;;0.0972222;;0.0;;
24.05.2017 21:00:00;34.0024;;38.6412;;1007.12;;0.511166;;321.236;;0.0;;0.247945;;7.89502;;28622.8;;24351.5;;12854.2;;5263.75;;1870.21;;1028.75;;842.5;;312.014;;122.986;;147.5;;98.8194;;83.4028;;51.3194;;70.3472;;125.458;;112.931;;41.3194;;30.5833;;50.125;;32.0833;;15.0694;;6.83333;;8.125;;8.59722;;4.93056;;2.51389;;1.38889;;1.04167;;0.263889;;0.125;;0.0;;
24.05.2017 22:00:00;33.5902;;36.7513;;1007.38;;0.789393;;294.248;;0.0;;0.501484;;7.715;;25944.4;;22676.2;;12505.8;;5347.29;;1909.72;;1037.64;;863.611;;316.25;;119.167;;139.167;;98.1944;;82.3611;;50.2083;;66.0417;;117.556;;107.014;;39.7778;;31.9444;;49.0833;;30.4306;;14.0278;;7.65278;;7.23611;;7.79167;;4.41667;;2.36111;;1.15278;;0.819444;;0.347222;;0.0555555;;0.0;;
24.05.2017 23:00:00;33.146;;37.2334;;1007.24;;0.810127;;308.513;;0.0;;0.619617;;4.84578;;24362.3;;21369.7;;12088.1;;5246.46;;1858.47;;1006.67;;852.361;;327.431;;123.611;;146.389;;98.9583;;85.9722;;49.5833;;71.9445;;122.819;;115.972;;44.8611;;33.9306;;53.7917;;35.1389;;15.2222;;7.5;;8.31944;;8.80556;;4.25;;2.05556;;1.05556;;0.75;;0.0972222;;0.0833333;;0.0;;
25.05.2017;32.904;;37.7332;;1007.0;;0.696666;;289.241;;0.0;;0.490449;;7.88349;;22800.1;;20726.1;;11800.5;;5046.04;;1809.24;;945.972;;777.569;;289.444;;114.861;;125.069;;81.8056;;68.8194;;41.1111;;55.4861;;97.6806;;88.125;;35.9444;;25.125;;41.4722;;25.0417;;12.1667;;6.04167;;5.66667;;6.66667;;3.26389;;1.65278;;0.916667;;0.583333;;0.125;;0.0833333;;0.0;;
25.05.2017 01:00:00;33.126;;32.7752;;1006.62;;0.942321;;285.453;;0.0;;0.709313;;7.00952;;22020.3;;19800.3;;11158.8;;4715.97;;1669.51;;883.264;;716.458;;263.819;;108.264;;131.181;;85.3472;;72.2222;;44.8611;;56.1111;;103.597;;95.4167;;36.4167;;27.7778;;43.5417;;27.0833;;12.9028;;6.26389;;5.76389;;6.61111;;2.94444;;2.05556;;0.888889;;0.666667;;0.319444;;0.0416667;;0.0;;
25.05.2017 02:00:00;32.8463;;31.8982;;1006.44;;1.23434;;273.806;;0.0;;1.05718;;8.93932;;24725.6;;22534.5;;12687.9;;5296.88;;1862.15;;963.819;;767.361;;283.056;;114.028;;140.069;;91.1806;;81.0417;;48.6111;;71.875;;112.556;;105.569;;43.0417;;33.0556;;51.75;;32.4444;;14.5694;;7.27778;;7.16667;;7.20833;;3.18056;;1.97222;;0.972222;;0.972222;;0.152778;;0.0555556;;0.0;;
25.05.2017 03:00:00;31.3444;;40.0035;;1006.38;;1.3909;;258.557;;0.0;;1.27771;;8.55146;;26604.2;;24171.6;;13563.3;;5671.39;;1942.29;;1004.86;;792.153;;291.944;;117.5;;138.75;;91.1806;;82.2222;;55.9722;;71.3194;;129.361;;116.583;;46.9167;;35.1944;;51.5972;;31.3611;;13.7083;;6.61111;;6.25;;6.08333;;3.13889;;1.56944;;0.75;;0.722222;;0.138889;;0.152778;;0.0;;
25.05.2017 04:00:00;31.1963;;44.5982;;1006.41;;1.34824;;261.143;;0.0;;1.22794;;9.89163;;30354.0;;28917.1;;16733.0;;6862.57;;2358.19;;1232.92;;964.375;;324.097;;121.458;;147.222;;97.5;;84.2361;;52.2917;;71.5278;;115.389;;106.792;;43.0556;;31.9861;;43.9306;;26.0556;;10.9583;;5.27778;;4.97222;;4.65278;;2.11111;;1.33333;;0.583333;;0.666667;;0.138889;;0.0833333;;0.0;;
25.05.2017 05:00:00;31.6441;;42.2728;;1006.58;;1.38808;;275.714;;0.0;;1.17808;;10.118;;31081.9;;29296.3;;16976.8;;6941.18;;2350.97;;1227.22;;981.875;;347.431;;141.667;;184.167;;137.431;;110.764;;76.0417;;99.8611;;162.806;;147.042;;59.6667;;42.4444;;60.2917;;33.5139;;14.2917;;5.61111;;5.44444;;5.40278;;2.80556;;0.986111;;0.583333;;0.722222;;0.152778;;0.111111;;0.0;;
25.05.2017 06:00:00;31.89;;41.2605;;1006.85;;1.60537;;279.077;;0.0;;1.41188;;7.79907;;32965.4;;28754.3;;16458.8;;6754.51;;2280.21;;1207.29;;985.278;;394.306;;177.083;;246.528;;185.625;;166.111;;115.069;;157.569;;258.819;;242.944;;99.8611;;73.0694;;101.042;;55.4028;;19.9167;;8.11111;;7.93056;;6.16667;;3.38889;;1.56944;;0.652778;;0.652778;;0.222222;;0.388889;;0.0;;
25.05.2017 07:00:00;32.9924;;37.4352;;1007.35;;1.43616;;287.759;;0.0;;1.13587;;10.1727;;43178.0;;31360.4;;17256.9;;7332.29;;2587.64;;1496.53;;1265.56;;576.25;;290.208;;441.458;;371.528;;343.611;;250.278;;376.944;;637.278;;637.278;;273.722;;201.389;;301.042;;167.403;;61.4722;;26.0;;21.5278;;15.4167;;6.63889;;2.68056;;1.20833;;1.22222;;0.5;;0.5;;0.0;;
25.05.2017 08:00:00;34.8626;;33.1362;;1007.72;;1.32744;;284.784;;0.0;;1.13977;;5.33042;;44551.2;;28812.4;;15412.6;;6584.93;;2421.39;;1453.19;;1282.99;;624.028;;340.972;;528.056;;458.75;;442.292;;326.736;;473.194;;796.972;;794.514;;350.861;;262.833;;399.236;;218.069;;77.5417;;31.0972;;26.2917;;18.3194;;7.38889;;3.33333;;1.76389;;1.18056;;0.319444;;0.347222;;0.0;;
25.05.2017 09:00:00;37.3556;;27.3655;;1007.86;;1.5859;;282.738;;0.0;;1.3373;;5.10117;;40790.6;;24462.7;;13505.7;;6378.82;;2485.21;;1554.31;;1406.74;;712.153;;381.389;;617.222;;522.778;;492.569;;353.889;;526.319;;870.708;;861.028;;381.528;;279.375;;418.75;;220.958;;78.2222;;30.0417;;24.9306;;17.3056;;6.61111;;3.75;;1.68056;;1.41667;;0.319444;;0.666667;;0.0;;
25.05.2017 10:00:00;39.2485;;24.1996;;1007.89;;1.59374;;287.51;;0.0;;1.34584;;6.05451;;38236.9;;23673.2;;14632.8;;7885.14;;3246.04;;1991.74;;1799.86;;860.972;;460.486;;678.403;;544.792;;509.514;;360.903;;524.375;;850.028;;829.931;;361.861;;259.472;;385.514;;195.667;;67.9167;;26.4028;;21.0556;;14.3472;;5.91667;;2.625;;1.61111;;1.05556;;0.305556;;0.736111;;0.0;;
25.05.2017 11:00:00;40.6229;;19.6054;;1007.65;;1.53768;;297.306;;0.0;;1.20563;;9.90457;;30559.9;;17617.5;;9727.57;;4783.33;;1865.0;;1208.06;;1098.75;;556.736;;317.083;;501.25;;413.889;;406.319;;275.486;;425.556;;717.583;;694.375;;295.569;;211.375;;315.917;;169.931;;61.25;;26.2778;;21.1528;;17.5833;;7.88889;;3.65278;;1.86111;;1.93056;;0.625;;2.09722;;0.0277778;;
25.05.2017 12:00:00;41.8042;;14.4958;;1007.33;;1.68987;;303.31;;0.0;;1.37624;;5.8344;;25937.0;;14982.2;;7902.36;;3697.85;;1395.76;;923.889;;828.542;;425.556;;251.25;;393.403;;344.375;;322.778;;235.278;;355.764;;583.083;;580.611;;238.208;;172.542;;269.431;;147.569;;57.8056;;25.0;;22.9167;;19.9583;;9.20833;;4.80556;;3.27778;;2.88889;;1.05556;;1.84722;;0.0;;
25.05.2017 13:00:00;42.7181;;12.3743;;1007.03;;1.8195;;289.967;;0.0;;1.49673;;5.80199;;24539.8;;14389.2;;7424.03;;3319.1;;1240.14;;848.472;;740.208;;396.181;;238.472;;372.986;;327.847;;315.347;;210.278;;314.167;;553.833;;544.611;;219.736;;156.097;;242.431;;143.542;;54.5417;;25.1528;;22.4306;;18.7639;;9.29167;;5.06944;;2.75;;2.36111;;0.847222;;2.22222;;0.0;;
25.05.2017 14:00:00;42.4087;;13.0504;;1006.7;;1.96612;;286.523;;0.0;;1.67603;;5.59887;;25988.3;;14688.2;;7423.13;;3354.38;;1261.6;;876.111;;800.139;;408.472;;243.681;;373.403;;333.194;;321.597;;220.625;;331.944;;606.667;;592.347;;240.514;;176.639;;280.347;;159.819;;61.4028;;30.0278;;25.75;;22.9306;;12.2222;;6.75;;4.26389;;3.81944;;1.31944;;3.72222;;0.0;;
25.05.2017 15:00:00;41.5194;;14.3194;;1006.61;;2.26084;;284.192;;0.0;;1.95304;;7.06361;;24755.1;;13611.8;;6715.28;;3127.43;;1214.58;;857.986;;741.597;;406.667;;233.403;;384.792;;328.056;;307.986;;219.306;;325.069;;598.431;;607.667;;238.403;;177.069;;271.417;;157.014;;59.8611;;27.0278;;23.1111;;21.9167;;12.2778;;7.0;;4.73611;;5.66667;;1.68056;;4.63889;;0.0;;
25.05.2017 16:00:00;40.7007;;15.7607;;1006.39;;2.00873;;279.886;;0.0;;1.69736;;9.2924;;20875.1;;11709.9;;5984.03;;2706.04;;1054.93;;697.083;;654.583;;352.083;;218.194;;354.722;;313.472;;291.736;;202.569;;306.597;;483.042;;478.056;;197.556;;143.847;;220.736;;121.722;;45.3889;;19.6667;;18.2639;;16.0972;;8.01389;;4.52778;;2.72222;;2.45833;;1.23611;;3.40278;;0.0;;
25.05.2017 17:00:00;39.4018;;18.0268;;1006.31;;1.90763;;285.323;;0.0;;1.45353;;20.3454;;16932.7;;9710.49;;5176.04;;2306.04;;887.778;;593.68;;580.069;;328.403;;187.431;;307.5;;267.222;;253.75;;169.722;;245.556;;400.639;;380.153;;153.681;;105.694;;153.792;;86.1667;;32.7778;;13.2917;;11.9306;;10.0;;4.31944;;2.34722;;1.375;;1.26389;;0.555556;;1.25;;0.0;;
25.05.2017 18:00:00;37.4217;;23.5527;;1006.46;;1.61785;;288.276;;0.0;;1.38066;;5.46495;;15747.8;;9648.89;;5460.49;;2437.78;;913.403;;577.5;;582.986;;312.014;;181.875;;291.944;;259.375;;240.0;;164.653;;227.083;;350.861;;315.986;;131.514;;87.9583;;122.861;;64.8889;;23.6806;;9.20833;;7.95833;;6.52778;;2.90278;;1.125;;0.805556;;0.777778;;0.291667;;0.430556;;0.0;;
25.05.2017 19:00:00;35.1258;;30.6505;;1006.68;;1.57797;;276.208;;0.0;;1.36513;;4.8597;;17170.3;;10851.2;;6225.63;;2782.01;;1013.26;;612.708;;601.528;;331.667;;192.917;;305.139;;265.0;;244.306;;162.014;;240.486;;328.639;;313.278;;138.167;;91.5;;124.583;;64.9306;;22.1528;;8.86111;;7.875;;5.91667;;2.55556;;1.16667;;0.708333;;0.513889;;0.125;;0.138889;;0.0;;
25.05.2017 20:00:00;33.8749;;33.0451;;1007.17;;1.51358;;268.335;;0.0;;1.3747;;4.44634;;17058.0;;10522.6;;6302.99;;2982.22;;1087.92;;656.458;;629.583;;354.653;;197.639;;318.403;;279.653;;262.5;;177.778;;249.444;;342.889;;331.389;;146.625;;102.139;;137.208;;69.8194;;24.8194;;9.56944;;8.18056;;4.90278;;1.875;;0.597222;;0.527778;;0.458333;;0.0555556;;0.125;;0.0;;
25.05.2017 21:00:00;33.0425;;34.3677;;1007.59;;1.35222;;265.981;;0.0;;1.19218;;6.44894;;16783.3;;9593.19;;5650.35;;2753.47;;1037.92;;630.0;;636.111;;354.444;;192.778;;324.028;;270.486;;261.528;;179.444;;260.833;;361.833;;347.208;;155.986;;103.611;;143.375;;72.1667;;26.4167;;9.98611;;7.81945;;6.29167;;2.19444;;1.08333;;0.5;;0.222222;;0.0972222;;0.236111;;0.0;;
25.05.2017 22:00:00;32.2619;;38.8531;;1007.8;;1.38389;;266.913;;0.0;;1.22955;;4.69271;;17058.2;;9571.67;;5452.71;;2669.31;;1038.54;;643.333;;635.278;;362.5;;202.847;;319.792;;274.306;;251.667;;175.833;;253.472;;368.611;;355.653;;159.653;;110.292;;147.583;;75.4306;;26.0694;;9.79166;;8.34722;;5.58333;;2.125;;0.736111;;0.361111;;0.291667;;0.111111;;0.0555555;;0.0;;
25.05.2017 23:00:00;31.1909;;46.8361;;1007.55;;1.52192;;258.36;;0.0;;1.40196;;6.60914;;18691.2;;10353.8;;5845.42;;2833.96;;1114.93;;671.111;;676.319;;357.361;;211.111;;320.833;;269.028;;267.083;;175.208;;258.125;;397.056;;379.917;;167.083;;113.264;;154.625;;78.5139;;27.9167;;10.1389;;8.70833;;7.23611;;2.66667;;1.15278;;0.75;;0.333333;;0.138889;;0.194444;;0.0277778;;
26.05.2017;30.4946;;51.3427;;1006.91;;1.84521;;244.186;;0.0;;1.74631;;9.15102;;17750.8;;9723.33;;5555.28;;2703.47;;1066.32;;638.542;;630.972;;357.639;;197.986;;314.583;;270.208;;252.847;;168.194;;244.931;;364.806;;344.361;;162.056;;108.417;;142.264;;70.0278;;23.1389;;8.90278;;7.30556;;4.63889;;1.52778;;0.583333;;0.291667;;0.25;;0.0833333;;0.236111;;0.0;;
26.05.2017 01:00:00;30.338;;48.8717;;1006.28;;1.90078;;244.413;;0.0;;1.81586;;7.70104;;20989.6;;11453.5;;6343.06;;3081.11;;1210.07;;722.639;;701.25;;385.833;;213.611;;343.75;;297.986;;269.861;;183.403;;278.403;;426.028;;401.319;;182.625;;124.306;;174.139;;84.5694;;29.3333;;10.8194;;8.54167;;6.97222;;2.48611;;1.13889;;0.652778;;0.361111;;0.25;;0.694444;;0.0;;
26.05.2017 02:00:00;30.0997;;47.459;;1006.08;;1.7404;;244.464;;0.0;;1.61811;;10.7388;;20901.3;;11602.8;;6646.88;;3293.19;;1301.53;;762.014;;705.556;;386.667;;215.069;;340.694;;290.0;;282.014;;189.375;;277.986;;414.292;;399.514;;182.5;;127.639;;176.833;;91.4167;;31.5;;11.7083;;10.5278;;7.15278;;2.04167;;0.777778;;0.25;;0.305556;;0.0;;0.0;;0.0;;
26.05.2017 03:00:00;29.7815;;51.2492;;1006.22;;1.54485;;248.312;;0.0;;1.44291;;9.66356;;20287.5;;10836.1;;6183.82;;3173.54;;1272.22;;749.653;;702.917;;382.5;;204.028;;334.097;;289.792;;271.667;;187.5;;277.083;;442.292;;420.194;;180.778;;128.486;;183.792;;95.3194;;36.5972;;15.4444;;12.5694;;9.61111;;3.61111;;1.40278;;0.736111;;0.680556;;0.111111;;0.0416667;;0.0;;
26.05.2017 04:00:00;29.6078;;51.0856;;1006.27;;1.48945;;247.336;;0.0;;1.40111;;11.1038;;18343.1;;10189.2;;5976.04;;3042.5;;1202.43;;703.472;;659.236;;334.722;;181.667;;277.292;;235.069;;228.472;;163.958;;229.167;;371.764;;369.611;;162.333;;114.444;;163.25;;91.75;;33.9167;;14.2222;;11.9861;;10.2639;;3.80556;;1.65278;;0.75;;0.597222;;0.111111;;0.0972222;;0.0;;
26.05.2017 05:00:00;29.3469;;48.9419;;1006.1;;1.55471;;257.706;;0.0;;1.3618;;14.4907;;15727.3;;9410.14;;5504.79;;2829.24;;1064.72;;634.375;;555.972;;270.069;;129.097;;208.958;;164.306;;160.764;;118.264;;170.694;;297.861;;297.306;;128.222;;95.3194;;130.722;;75.7361;;28.2361;;12.3611;;10.4028;;8.45833;;3.31944;;1.30556;;0.791667;;0.527778;;0.180556;;0.0138889;;0.0;;
