Datum;Temp.;AK;Humidity;AK;Pressure;AK;W.Speed;AK;W.Direct;AK;Rain Vol;AK;W.SpeedV;AK;WSpdMax;AK;0.265;AK;0.290;AK;0.325;AK;0.375;AK;0.425;AK;0.475;AK;0.540;AK;0.615;AK;0.675;AK;0.750;AK;0.900;AK;1.150;AK;1.450;AK;1.800;AK;2.250;AK;2.750;AK;3.250;AK;3.750;AK;4.500;AK;5.750;AK;7.000;AK;8.000;AK;9.250;AK;11.25;AK;13.75;AK;16.25;AK;18.75;AK;22.50;AK;27.50;AK;31.00;AK;34.00;E;NA

Station;548;TAMUQ.AQERT 1
28.05.2017 05:00:00;30.7283;;52.8539;;1002.84;;0.894571;;244.469;;0.0;;0.838341;;6.64559;;49869.2;;38364.4;;21202.8;;9299.44;;3353.47;;1848.61;;1509.03;;606.806;;285.208;;406.875;;320.833;;283.611;;184.792;;284.306;;430.333;;426.861;;203.403;;147.014;;199.569;;110.903;;45.8194;;20.0833;;16.9028;;14.3056;;6.19444;;3.04167;;1.23611;;0.875;;0.166667;;0.0277778;;0.0;;
28.05.2017 06:00:00;31.2413;;51.4639;;1003.24;;0.955297;;250.713;;0.0;;0.855303;;10.0084;;50060.0;;37915.5;;21444.6;;9504.38;;3406.39;;1871.25;;1548.89;;635.278;;297.986;;429.861;;332.153;;288.611;;205.0;;299.792;;500.736;;486.347;;219.556;;158.889;;224.056;;119.486;;51.0972;;19.7083;;19.8611;;16.7917;;7.13889;;3.25;;1.73611;;1.375;;0.277778;;0.0416667;;0.0;;
28.05.2017 07:00:00;32.5463;;48.1769;;1003.93;;1.234;;259.33;;0.0;;1.06611;;9.01301;;43280.6;;32208.6;;18907.3;;8655.28;;3190.63;;1751.39;;1420.56;;589.167;;279.583;;399.236;;320.764;;317.639;;210.694;;320.486;;504.472;;500.875;;236.111;;169.861;;241.208;;133.014;;52.9861;;21.8056;;20.8889;;16.3194;;7.43056;;3.63889;;1.65278;;1.15278;;0.333333;;0.125;;0.0;;
28.05.2017 08:00:00;34.3799;;43.011;;1004.26;;1.37368;;266.867;;0.0;;1.16217;;9.00897;;34952.5;;24066.8;;14077.6;;6662.99;;2475.76;;1427.01;;1193.61;;544.375;;279.583;;434.028;;365.833;;337.639;;240.556;;350.764;;535.25;;527.431;;245.306;;172.097;;243.056;;128.667;;49.2917;;19.6111;;17.8333;;13.7083;;5.45833;;2.48611;;1.15278;;0.833333;;0.361111;;0.166667;;0.0;;
28.05.2017 09:00:00;36.8304;;35.2722;;1004.48;;1.53056;;283.563;;0.0;;1.04859;;23.1887;;31430.3;;20144.6;;11853.5;;5733.4;;2190.21;;1263.89;;1121.6;;554.792;;315.486;;473.333;;402.569;;372.361;;255.833;;385.347;;580.958;;563.208;;257.222;;181.153;;249.583;;132.583;;48.6528;;19.5417;;17.0972;;13.8056;;5.51389;;2.73611;;1.23611;;0.972222;;0.402778;;0.194444;;0.0;;
28.05.2017 10:00:00;39.516;;26.4498;;1004.42;;1.28093;;305.59;;0.0;;1.0252;;4.41908;;29911.4;;19021.1;;11177.0;;5340.49;;1997.85;;1189.86;;1114.31;;569.375;;323.333;;518.542;;429.236;;410.0;;287.361;;418.333;;605.917;;587.931;;254.972;;177.028;;252.722;;136.292;;50.0139;;18.6528;;18.1111;;15.4583;;5.98611;;2.83333;;1.45833;;1.36111;;0.305556;;0.680556;;0.0;;
28.05.2017 11:00:00;41.3672;;22.9639;;1004.16;;1.35943;;295.279;;0.0;;1.06141;;8.64079;;30369.7;;19294.8;;11061.0;;5191.6;;1906.67;;1171.6;;1066.11;;571.528;;312.014;;513.819;;438.333;;422.153;;289.306;;429.375;;649.667;;610.528;;256.014;;182.014;;253.875;;137.542;;50.9028;;22.1528;;18.4028;;15.3889;;6.26389;;3.04167;;1.63889;;1.05556;;0.5;;0.388889;;0.0;;
28.05.2017 12:00:00;42.3966;;22.9874;;1003.7;;1.08002;;309.307;;0.0;;0.775587;;15.4144;;31190.2;;19911.6;;11494.2;;5431.67;;2015.07;;1229.17;;1118.89;;566.597;;321.597;;537.639;;458.125;;432.153;;300.833;;428.472;;650.917;;613.056;;263.139;;181.361;;256.75;;136.292;;50.7083;;20.0556;;17.8889;;14.0139;;5.875;;2.625;;1.625;;1.11111;;0.347222;;0.625;;0.0;;
28.05.2017 13:00:00;42.654;;22.384;;1003.28;;0.97651;;299.124;;0.0;;0.653331;;6.97349;;31182.0;;20096.7;;11719.1;;5500.49;;2033.68;;1221.81;;1111.74;;570.486;;330.625;;529.722;;449.931;;427.917;;309.167;;439.167;;636.792;;597.5;;261.361;;175.222;;251.611;;125.736;;44.5278;;18.4722;;14.4583;;10.3472;;4.44444;;2.05556;;0.875;;0.611111;;0.25;;0.25;;0.0;;
28.05.2017 14:00:00;43.296;;18.5602;;1002.76;;0.850251;;317.094;;0.0;;0.487131;;6.21965;;32402.6;;21379.4;;12546.0;;5771.67;;2070.9;;1237.92;;1097.5;;563.264;;315.764;;527.5;;445.347;;420.417;;293.819;;430.486;;639.833;;591.222;;255.292;;174.361;;243.542;;124.653;;42.1667;;17.3472;;14.0139;;10.3472;;3.02778;;1.68056;;0.611111;;0.416667;;0.0972222;;0.138889;;0.0;;
28.05.2017 15:00:00;42.9722;;21.1885;;1002.46;;0.732661;;166.412;;0.0;;0.361886;;4.49586;;34761.4;;23025.4;;13411.7;;6159.31;;2181.6;;1292.22;;1113.96;;566.042;;317.083;;507.153;;440.417;;405.694;;288.681;;416.736;;633.833;;585.264;;243.542;;169.361;;234.708;;118.861;;41.7222;;16.1528;;13.1806;;10.0972;;3.25;;1.41667;;0.5;;0.388889;;0.166667;;0.125;;0.0;;
28.05.2017 16:00:00;41.5498;;26.5119;;1002.44;;0.956306;;309.956;;0.0;;0.529415;;11.0297;;33389.0;;23088.8;;13443.0;;6174.31;;2187.57;;1264.79;;1088.61;;512.986;;292.917;;464.097;;407.014;;397.222;;253.681;;367.222;;585.764;;541.347;;222.292;;154.944;;211.347;;106.25;;35.2222;;15.2222;;11.7917;;8.94444;;2.93056;;1.16667;;0.611111;;0.347222;;0.166667;;0.0555556;;0.0;;
28.05.2017 17:00:00;40.8362;;28.4529;;1002.5;;1.34737;;301.695;;0.0;;0.953384;;9.74403;;30708.0;;22205.1;;12964.0;;5749.17;;2022.15;;1152.01;;997.639;;460.208;;246.736;;374.861;;326.111;;312.986;;208.194;;294.931;;441.556;;420.014;;180.319;;121.625;;165.903;;82.5278;;28.7639;;11.4306;;9.875;;7.31944;;2.95833;;1.375;;0.861111;;0.75;;0.180556;;0.236111;;0.0;;
28.05.2017 18:00:00;38.6287;;28.8378;;1002.88;;1.68591;;280.319;;0.0;;1.42822;;7.76252;;26097.6;;19238.5;;11075.6;;5060.35;;1806.18;;1006.53;;854.861;;379.514;;200.417;;290.069;;244.236;;238.681;;157.917;;226.667;;327.278;;307.361;;137.528;;93.0972;;121.972;;59.6528;;22.1667;;8.98611;;7.30556;;5.47222;;2.59722;;1.34722;;0.625;;0.583333;;0.138889;;0.416667;;0.0;;
28.05.2017 19:00:00;36.2848;;31.0175;;1003.32;;1.67423;;282.106;;0.0;;1.41907;;12.5864;;21912.4;;16401.0;;9935.0;;4700.49;;1732.78;;950.139;;802.222;;365.833;;176.458;;249.167;;212.778;;199.653;;131.875;;187.708;;296.319;;285.625;;121.264;;82.7917;;111.111;;56.4722;;18.7917;;7.68055;;6.54167;;4.76389;;1.48611;;0.833333;;0.652778;;0.222222;;0.138889;;0.0972222;;0.0;;
28.05.2017 20:00:00;34.6246;;35.5828;;1003.86;;1.64015;;274.369;;0.0;;1.4053;;10.2263;;20381.9;;14885.4;;9122.22;;4372.85;;1598.19;;888.889;;777.639;;367.014;;180.208;;266.528;;225.069;;212.292;;134.444;;184.306;;282.194;;267.958;;122.153;;77.5694;;102.569;;53.6667;;16.8889;;6.75;;4.66667;;4.36111;;1.90278;;0.805556;;0.263889;;0.236111;;0.0694444;;0.305556;;0.0;;
28.05.2017 21:00:00;33.7076;;40.1955;;1004.29;;1.367;;280.041;;0.0;;1.15814;;7.83154;;19016.3;;13344.6;;7926.46;;3690.69;;1352.99;;753.889;;703.611;;341.111;;168.333;;256.597;;217.569;;205.972;;132.083;;188.611;;270.292;;267.111;;126.958;;85.4167;;113.792;;57.8194;;20.7222;;7.93056;;6.95833;;5.18055;;1.88889;;0.888889;;0.333333;;0.305556;;0.0694444;;0.0972222;;0.0;;
28.05.2017 22:00:00;33.3894;;39.6956;;1004.42;;1.35224;;279.91;;0.0;;1.16551;;4.78954;;20103.3;;13931.3;;8252.43;;3793.96;;1348.19;;758.125;;685.764;;321.875;;162.569;;238.958;;197.639;;185.278;;125.486;;185.486;;277.431;;271.681;;128.958;;87.9028;;119.778;;61.4444;;22.0;;9.04167;;8.11111;;5.75;;2.72222;;1.22222;;0.597222;;0.277778;;0.0694444;;0.0972222;;0.0;;
28.05.2017 23:00:00;32.5036;;44.4114;;1004.1;;1.13587;;261.907;;0.0;;1.0232;;3.62429;;19728.9;;13407.4;;8051.32;;3881.11;;1419.1;;807.778;;703.264;;327.569;;164.236;;250.069;;213.403;;201.597;;135.278;;195.278;;305.833;;302.569;;138.708;;94.9167;;127.056;;68.5;;26.9306;;10.4722;;9.68056;;8.5;;3.38889;;1.43056;;0.819444;;0.833333;;0.111111;;0.0416667;;0.0;;
29.05.2017;31.8018;;47.7145;;1003.53;;1.15445;;262.208;;0.0;;1.03816;;4.45249;;17721.7;;11873.5;;7278.89;;3642.15;;1350.9;;752.5;;664.931;;315.972;;159.236;;236.042;;204.653;;187.847;;133.75;;187.222;;291.875;;282.986;;128.944;;87.875;;114.153;;63.4722;;24.1806;;10.375;;8.45833;;7.09722;;2.93056;;1.61111;;0.597222;;0.472222;;0.125;;0.0555556;;0.0;;
29.05.2017 01:00:00;31.2875;;49.9501;;1003.04;;1.24245;;264.89;;0.0;;1.13077;;4.10964;;16646.0;;10879.0;;6515.49;;3240.97;;1240.49;;708.403;;655.764;;316.597;;169.583;;260.347;;217.361;;195.069;;126.806;;185.417;;271.792;;257.931;;120.25;;83.7361;;109.375;;58.125;;22.4306;;9.31944;;9.27778;;7.76389;;3.31944;;1.51389;;0.763889;;0.75;;0.180556;;0.0694444;;0.0;;
29.05.2017 02:00:00;31.0982;;49.5699;;1002.71;;1.3049;;254.95;;0.0;;1.21112;;6.89569;;17192.6;;10926.7;;6388.61;;3102.5;;1175.28;;687.5;;651.944;;334.444;;188.056;;262.431;;221.806;;195.139;;136.458;;188.264;;284.944;;270.181;;121.903;;84.5972;;115.806;;64.5139;;25.8889;;11.2639;;10.0694;;8.41667;;4.18056;;1.76389;;0.986111;;0.722222;;0.166667;;0.0833333;;0.0;;
29.05.2017 03:00:00;30.5842;;52.9285;;1002.62;;1.38943;;252.004;;0.0;;1.29335;;8.22238;;14773.9;;9914.03;;5884.44;;2872.15;;1058.54;;614.722;;602.222;;302.222;;160.069;;230.833;;189.514;;177.361;;120.278;;159.861;;230.986;;217.764;;102.375;;72.2361;;88.9028;;45.4861;;15.7361;;6.80556;;5.625;;4.29167;;1.69444;;0.736111;;0.472222;;0.444444;;0.0555556;;0.0;;0.0;;
29.05.2017 04:00:00;30.1801;;54.709;;1002.71;;1.50411;;251.484;;0.0;;1.38543;;11.4016;;13213.5;;9047.78;;5637.64;;2776.39;;1034.65;;574.167;;523.542;;262.014;;137.917;;200.208;;161.25;;152.986;;96.9445;;140.278;;196.403;;191.431;;93.875;;63.4167;;81.1944;;38.5;;13.8889;;5.55556;;4.27778;;3.48611;;1.08333;;0.611111;;0.208333;;0.138889;;0.0277778;;0.0;;0.0;;
29.05.2017 05:00:00;29.8759;;54.3355;;1002.95;;1.46162;;247.702;;0.0;;1.35603;;10.9011;;15973.3;;10482.6;;6135.97;;3014.72;;1161.94;;681.875;;619.931;;294.931;;157.222;;221.806;;177.153;;162.778;;106.389;;158.056;;266.431;;265.375;;113.194;;83.7361;;122.153;;72.875;;30.7083;;13.7222;;14.3333;;12.6389;;5.54167;;3.06944;;1.68056;;1.22222;;0.347222;;0.125;;0.0;;
29.05.2017 06:00:00;30.4846;;51.9405;;1003.35;;1.62905;;250.833;;0.0;;1.50616;;11.4079;;16081.0;;10866.3;;6428.89;;3182.78;;1217.43;;698.194;;624.583;;302.639;;151.597;;225.139;;176.667;;163.819;;111.181;;152.847;;234.333;;226.903;;106.333;;76.5;;109.625;;61.2778;;25.9444;;11.2778;;10.5833;;8.95834;;4.02778;;2.16667;;0.986111;;0.847222;;0.180556;;0.0555556;;0.0;;
29.05.2017 07:00:00;32.5654;;45.5137;;1003.86;;1.70263;;259.726;;0.0;;1.58246;;7.01739;;13154.7;;9257.15;;5659.72;;2846.46;;1072.29;;604.722;;505.417;;233.75;;115.417;;174.583;;137.708;;121.111;;80.7639;;118.264;;195.097;;193.153;;83.7083;;61.9306;;92.6389;;54.2361;;22.6389;;9.90278;;9.15278;;8.90278;;4.19444;;1.88889;;1.0;;1.04167;;0.402778;;0.458333;;0.0;;
29.05.2017 08:00:00;35.2711;;34.5824;;1004.23;;1.92451;;264.991;;0.0;;1.75338;;9.37873;;10437.5;;7933.13;;4952.57;;2557.15;;931.875;;502.778;;403.611;;162.569;;82.9167;;113.611;;94.8611;;90.9722;;60.0;;87.0139;;146.431;;141.847;;62.8333;;46.6111;;70.3055;;43.875;;18.6528;;8.5;;8.41667;;7.33333;;3.94444;;1.79167;;1.25;;1.05556;;0.430556;;0.472222;;0.0;;
29.05.2017 09:00:00;38.1009;;25.0758;;1004.31;;2.05918;;268.223;;0.0;;1.70223;;21.3271;;10497.7;;7698.82;;4750.28;;2440.14;;902.986;;506.389;;391.806;;166.944;;80.4861;;112.847;;96.1111;;81.875;;62.9167;;90.9722;;171.389;;169.514;;67.875;;52.0278;;84.875;;55.2917;;24.8611;;11.4861;;10.7917;;10.0694;;5.08333;;2.81944;;1.56944;;1.56944;;0.486111;;0.847222;;0.0;;
29.05.2017 10:00:00;40.8436;;17.8604;;1004.3;;1.99776;;279.021;;0.0;;1.78481;;5.80162;;12627.6;;8839.86;;5063.61;;2605.21;;956.667;;571.736;;443.681;;197.778;;94.7222;;133.958;;107.778;;99.3056;;67.6389;;101.389;;227.389;;232.056;;87.0;;67.3333;;121.361;;83.3472;;36.2778;;18.1528;;17.4028;;15.9583;;7.81944;;4.73611;;2.5;;2.34722;;0.930556;;2.05556;;0.0;;
29.05.2017 11:00:00;42.2719;;14.7335;;1004.06;;2.3871;;273.858;;0.0;;2.08365;;10.4597;;14427.4;;9872.98;;5325.97;;2540.69;;931.875;;591.042;;485.069;;213.611;;102.5;;150.0;;118.75;;113.403;;75.8333;;121.736;;266.292;;267.347;;105.0;;81.5139;;139.208;;88.6667;;37.6528;;18.6389;;16.7361;;16.1806;;9.91667;;5.47222;;3.51389;;3.66667;;1.30556;;3.54167;;0.0;;
29.05.2017 12:00:00;43.3168;;13.4648;;1003.6;;2.34755;;273.626;;0.0;;2.07033;;12.1306;;14934.0;;9958.61;;5261.94;;2480.21;;925.0;;589.931;;492.986;;224.861;;112.847;;159.514;;128.333;;121.806;;87.3611;;132.847;;267.139;;275.736;;113.069;;85.0;;142.153;;92.0694;;38.125;;18.6944;;17.5972;;17.0694;;9.02778;;5.06944;;3.52778;;3.26389;;1.11111;;3.63889;;0.0;;
29.05.2017 13:00:00;43.6773;;12.986;;1003.21;;2.42461;;277.887;;0.0;;2.16411;;7.45028;;16017.3;;10755.8;;5815.21;;2677.22;;985.903;;604.653;;489.792;;227.222;;121.458;;168.194;;143.333;;127.5;;92.4305;;135.556;;270.653;;276.056;;115.139;;89.5695;;140.972;;87.4861;;35.0972;;15.4861;;15.875;;15.4861;;8.16667;;4.70833;;3.20833;;3.26389;;1.45833;;3.27778;;0.0;;
29.05.2017 14:00:00;43.589;;13.6862;;1002.86;;2.45333;;273.494;;0.0;;2.20519;;8.93574;;16373.2;;12030.1;;6713.96;;2979.38;;1076.67;;627.639;;521.667;;244.514;;121.25;;169.653;;139.444;;119.653;;87.0833;;121.736;;239.292;;237.361;;92.8472;;69.0417;;112.292;;66.3056;;25.6389;;12.3889;;10.9861;;11.1944;;6.33333;;4.31944;;2.47222;;2.72222;;1.31944;;3.95833;;0.0;;
29.05.2017 15:00:00;43.6518;;12.0709;;1002.5;;2.40857;;280.461;;0.0;;2.14574;;7.51853;;19635.6;;13171.7;;7229.93;;3366.6;;1251.67;;784.375;;649.931;;287.569;;140.833;;210.278;;166.181;;156.319;;115.208;;170.972;;331.194;;349.875;;149.806;;116.903;;183.25;;110.069;;44.0833;;20.2917;;17.8472;;17.8472;;10.25;;6.05556;;4.18056;;3.86111;;1.61111;;4.75;;0.0;;
29.05.2017 16:00:00;43.0938;;12.0818;;1002.34;;2.36386;;280.553;;0.0;;2.0808;;6.90787;;14991.8;;10170.8;;5654.31;;2716.6;;1054.86;;642.778;;546.944;;247.778;;122.917;;174.028;;132.5;;115.903;;87.3611;;130.278;;256.333;;261.736;;107.833;;79.2222;;132.375;;77.0278;;31.7778;;14.9583;;14.0139;;14.1528;;9.0;;5.15278;;3.58333;;4.23611;;1.48611;;4.75;;0.0;;
29.05.2017 17:00:00;42.0042;;14.4922;;1002.3;;2.12637;;286.134;;0.0;;1.78656;;8.33527;;11271.2;;8049.58;;4587.78;;2086.39;;781.042;;462.847;;401.597;;186.25;;91.5278;;148.056;;115.625;;103.958;;70.0;;109.306;;159.069;;152.569;;64.5694;;47.8333;;68.9722;;39.3056;;14.8472;;6.45833;;5.23611;;5.26389;;2.73611;;1.625;;1.27778;;1.26389;;0.388889;;1.84722;;0.0;;
29.05.2017 18:00:00;40.4336;;18.0542;;1002.48;;1.93572;;276.465;;0.0;;1.67761;;6.20479;;11864.4;;8354.45;;4901.46;;2295.97;;853.819;;500.486;;437.847;;207.361;;110.139;;167.153;;139.514;;127.014;;83.6111;;116.111;;178.556;;167.681;;69.4583;;46.9306;;62.8194;;32.8611;;11.75;;4.55556;;3.88889;;3.75;;2.01389;;0.833333;;0.527778;;0.375;;0.152778;;0.652778;;0.0;;
29.05.2017 19:00:00;38.3242;;22.8731;;1002.67;;1.57415;;285.666;;0.0;;1.37737;;7.35446;;13121.9;;9090.9;;5299.86;;2510.07;;933.681;;543.194;;490.625;;238.889;;128.889;;187.708;;155.972;;149.722;;98.6111;;141.389;;205.389;;184.514;;77.8472;;51.5972;;71.1806;;36.0278;;13.0556;;5.81944;;4.38889;;3.66667;;1.72222;;0.833333;;0.458333;;0.375;;0.0972222;;0.111111;;0.0;;
29.05.2017 20:00:00;37.0178;;26.8027;;1003.04;;1.422;;279.705;;0.0;;1.09102;;16.7774;;16593.3;;11577.2;;6607.71;;3072.29;;1140.49;;647.431;;610.556;;300.069;;155.417;;227.569;;182.708;;175.069;;110.278;;150.833;;216.958;;198.417;;86.3194;;56.8194;;73.9167;;38.0;;12.5972;;4.70833;;4.375;;4.04167;;1.80556;;0.958333;;0.513889;;0.430556;;0.0416667;;0.375;;0.0;;
29.05.2017 21:00:00;35.7991;;31.7792;;1003.45;;1.30585;;271.42;;0.0;;0.987861;;19.0088;;18107.2;;12242.2;;6744.17;;3075.56;;1156.74;;657.083;;624.375;;292.569;;150.764;;220.903;;183.264;;166.806;;113.125;;158.681;;222.597;;203.417;;91.2639;;62.4306;;83.125;;44.1111;;16.4167;;6.54167;;5.76389;;4.61111;;2.16667;;0.875;;0.583333;;0.597222;;0.111111;;0.25;;0.0;;
29.05.2017 22:00:00;34.7434;;37.1627;;1003.71;;1.07779;;264.892;;0.0;;0.914378;;5.90999;;21019.0;;13517.9;;6931.46;;3098.33;;1167.29;;659.306;;589.931;;289.097;;147.639;;227.014;;181.319;;167.361;;103.958;;150.764;;218.361;;204.264;;95.0;;62.9722;;82.9028;;45.1806;;17.6667;;6.51389;;6.55555;;5.23611;;2.41667;;1.47222;;0.611111;;0.527778;;0.0972222;;0.152778;;0.0;;
29.05.2017 23:00:00;33.5325;;43.6505;;1003.44;;1.32808;;261.665;;0.0;;1.23352;;4.29496;;19283.1;;12918.7;;7102.08;;3286.32;;1208.75;;698.472;;629.097;;315.903;;165.069;;228.264;;195.625;;173.681;;125.069;;165.556;;235.75;;220.917;;104.917;;70.4028;;94.5972;;53.3333;;21.4583;;8.45833;;8.875;;7.79167;;3.31944;;1.91667;;0.75;;0.597222;;0.125;;0.125;;0.0;;
30.05.2017;33.0402;;45.4114;;1003.14;;1.4965;;265.877;;0.0;;1.36565;;4.9228;;15878.1;;11167.9;;6689.86;;3225.0;;1217.85;;681.458;;612.639;;298.75;;151.875;;227.083;;185.556;;172.014;;113.056;;157.917;;230.847;;222.778;;102.833;;71.8333;;92.6667;;51.0278;;19.3472;;8.44444;;8.44444;;7.44444;;3.01389;;1.68056;;0.625;;0.763889;;0.208333;;0.125;;0.0;;
30.05.2017 01:00:00;32.8375;;46.5198;;1002.7;;1.41615;;264.358;;0.0;;1.18793;;10.4089;;17954.0;;12757.5;;7539.72;;3605.14;;1346.88;;765.764;;699.653;;351.528;;177.361;;253.889;;203.056;;187.014;;119.375;;161.181;;252.917;;237.319;;107.389;;75.4306;;103.778;;59.4028;;25.0417;;10.25;;9.36111;;9.15278;;3.68056;;1.61111;;1.22222;;0.888889;;0.25;;0.152778;;0.0;;
30.05.2017 02:00:00;32.305;;47.6159;;1002.42;;1.47635;;257.642;;0.0;;1.35478;;7.11339;;16880.1;;12289.8;;7218.96;;3380.69;;1257.78;;690.417;;642.917;;300.764;;150.972;;219.167;;184.028;;164.306;;107.569;;143.819;;226.417;;214.667;;98.5972;;70.6528;;94.4305;;51.5139;;21.1944;;8.76389;;7.68056;;6.75;;3.125;;1.625;;0.833333;;0.583333;;0.166667;;0.152778;;0.0;;
30.05.2017 03:00:00;31.9813;;48.0542;;1002.19;;1.48445;;254.385;;0.0;;1.35487;;6.39492;;17797.8;;12525.0;;7157.92;;3304.86;;1223.26;;703.681;;641.597;;311.667;;162.431;;240.903;;193.403;;180.347;;115.694;;167.361;;258.486;;248.042;;112.486;;78.875;;110.292;;60.7639;;23.8472;;10.7639;;10.1528;;9.83333;;4.25;;2.65278;;0.958333;;0.833333;;0.152778;;0.111111;;0.0;;
30.05.2017 04:00:00;32.1473;;45.2143;;1002.38;;1.5213;;253.14;;0.0;;1.41171;;8.39664;;17390.7;;11942.6;;6836.94;;3120.07;;1169.72;;669.097;;613.75;;315.347;;165.347;;245.278;;208.194;;187.153;;128.194;;173.542;;272.986;;268.944;;118.542;;82.0417;;116.222;;62.8889;;22.8056;;9.81944;;8.79167;;8.16667;;3.16667;;1.19444;;0.638889;;0.5;;0.0833333;;0.0833333;;0.0;;
30.05.2017 05:00:00;31.8081;;45.8759;;1002.7;;1.53545;;253.64;;0.0;;1.43791;;7.51311;;18524.8;;12171.2;;6797.78;;3040.0;;1112.15;;659.722;;640.903;;326.389;;164.375;;263.958;;212.569;;199.861;;140.556;;193.611;;287.347;;279.458;;127.25;;86.4305;;121.069;;65.5278;;24.125;;9.69445;;9.26389;;6.61111;;2.91667;;1.06944;;0.583333;;0.416667;;0.0972222;;0.0833333;;0.0;;
30.05.2017 06:00:00;31.8582;;46.7055;;1003.13;;1.69052;;254.03;;0.0;;1.58374;;8.91631;;19086.2;;12214.7;;6901.39;;3188.82;;1174.44;;697.847;;657.5;;346.528;;186.25;;269.583;;238.889;;224.861;;146.806;;215.972;;314.278;;294.778;;137.042;;97.0139;;129.778;;65.3889;;24.2361;;9.90278;;8.05556;;6.44444;;1.76389;;1.20833;;0.680556;;0.277778;;0.0416667;;0.0138889;;0.0;;
30.05.2017 07:00:00;33.733;;41.5373;;1003.69;;1.73603;;265.107;;0.0;;1.59063;;8.24187;;19538.1;;12549.1;;7319.38;;3475.49;;1303.13;;747.5;;709.722;;355.278;;187.292;;296.389;;255.972;;244.514;;167.5;;237.5;;350.278;;331.111;;154.0;;104.111;;140.347;;71.3056;;25.4444;;9.91666;;8.30556;;6.625;;2.68056;;1.36111;;0.722222;;0.638889;;0.152778;;0.291667;;0.0;;
30.05.2017 08:00:00;36.3491;;33.7994;;1003.81;;2.03703;;273.384;;0.0;;1.84881;;10.5244;;18896.5;;12014.0;;6963.61;;3278.13;;1229.38;;690.139;;673.75;;345.556;;192.083;;307.083;;262.708;;242.639;;169.861;;247.5;;359.875;;347.694;;160.5;;105.917;;147.458;;74.5555;;26.2083;;10.6111;;9.27778;;8.44444;;3.72222;;2.06944;;1.08333;;0.930556;;0.319444;;0.708333;;0.0;;
30.05.2017 09:00:00;39.9863;;22.0921;;1003.88;;2.23797;;277.629;;0.0;;1.79143;;23.4762;;19043.8;;11712.4;;6525.21;;3050.76;;1170.69;;720.486;;665.903;;335.208;;200.625;;294.375;;263.264;;248.125;;176.319;;247.292;;420.458;;409.153;;174.958;;122.181;;178.319;;102.569;;40.3889;;16.4444;;16.5;;13.2917;;7.18056;;4.02778;;2.23611;;2.25;;0.902778;;2.54167;;0.0;;
30.05.2017 10:00:00;42.486;;16.1657;;1003.85;;2.22832;;289.172;;0.0;;1.90401;;14.7946;;20788.0;;12340.2;;6723.89;;3320.0;;1312.85;;850.208;;772.014;;382.639;;202.917;;320.278;;270.0;;259.931;;182.917;;263.542;;470.903;;483.667;;203.181;;147.986;;224.708;;132.833;;53.0833;;23.6111;;21.5556;;20.3611;;10.2778;;6.375;;3.95833;;4.29167;;1.88889;;5.41667;;0.0;;
30.05.2017 11:00:00;44.3307;;12.5986;;1003.75;;2.42078;;288.527;;0.0;;2.1161;;10.1729;;18948.5;;10648.8;;5685.97;;2788.89;;1095.56;;748.75;;637.014;;331.389;;187.708;;281.181;;250.347;;245.0;;165.694;;250.347;;463.986;;467.097;;194.875;;143.083;;221.236;;126.778;;48.9861;;22.8611;;20.9028;;19.3472;;10.9722;;6.22222;;4.15278;;4.11111;;2.33333;;7.22222;;0.0;;
30.05.2017 12:00:00;45.3555;;11.8289;;1003.48;;2.50179;;283.09;;0.0;;2.21837;;8.12241;;21948.8;;11597.9;;5822.85;;2873.47;;1157.15;;822.153;;684.167;;348.542;;200.833;;326.528;;280.972;;283.125;;201.458;;308.194;;578.806;;588.194;;240.0;;174.361;;270.708;;157.153;;60.7917;;27.7083;;25.1944;;25.3889;;13.2639;;8.05556;;5.51389;;5.38889;;2.30556;;7.44444;;0.0;;
30.05.2017 13:00:00;45.5247;;10.4613;;1003.12;;2.77561;;290.549;;0.0;;2.40806;;10.6625;;26583.1;;12983.2;;6178.68;;3082.43;;1287.15;;930.417;;763.958;;386.389;;230.556;;383.889;;341.667;;347.569;;255.694;;392.222;;735.306;;758.181;;320.833;;241.167;;367.458;;213.583;;80.9444;;37.4861;;34.25;;36.9167;;22.875;;14.9722;;10.8472;;11.5139;;4.94444;;17.8194;;0.0;;
30.05.2017 14:00:00;45.3589;;10.206;;1002.76;;2.90332;;285.829;;0.0;;2.5549;;8.73949;;31133.6;;14795.6;;6820.83;;3372.29;;1421.32;;1054.79;;841.667;;467.083;;274.306;;457.708;;404.375;;412.153;;305.903;;464.861;;908.82;;934.139;;370.056;;268.444;;406.208;;228.694;;83.4722;;39.1528;;38.9306;;42.4722;;25.875;;17.9722;;13.2361;;14.5556;;6.13889;;25.4306;;0.0138889;;
30.05.2017 15:00:00;44.8886;;10.7374;;1002.48;;2.95266;;282.483;;0.0;;2.60951;;9.8739;;25195.6;;13160.0;;6446.6;;3111.39;;1231.32;;841.736;;698.681;;381.319;;225.694;;358.403;;322.986;;322.5;;236.181;;350.972;;661.861;;678.653;;266.958;;190.75;;284.597;;153.292;;55.5417;;26.5694;;24.5972;;27.4583;;17.625;;11.4028;;8.54167;;9.33333;;4.19444;;18.2083;;0.0;;
